start;end;regione;comune
3112164352;3112165375;Veneto;Padova
3112168448;3112169471;Sicilia;Messina
3112180480;3112180991;Lombardia;Milan
3112180992;3112181759;Lombardia;Segrate
3112193024;3112193279;Lombardia;Milan
3112193280;3112194047;Piemonte;Biella
3112211456;3112211711;Veneto;Fiesso d'Artico
3112211712;3112212479;Veneto;Padova
3112261632;3112262655;Campania;Naples
3112320256;3112320511;Lombardia;San Paolo
3112374272;3112374527;Lombardia;Milan
3112374528;3112375295;Lazio;Rome
3112422656;3112422911;Lazio;Rome
3112422912;3112423167;Veneto;Vicenza
3112424448;3112425471;Veneto;Noventa di Piave
3112433664;3112434687;Umbria;Terni
3112434688;3112435199;Trentino-Alto Adige;Vipiteno
3112435200;3112435455;Lombardia;Milan
3112435456;3112435711;Trentino-Alto Adige;Vipiteno
3112450048;3112450303;Trentino-Alto Adige;Bolzano
3112450304;3112450559;Trentino-Alto Adige;Tesimo
3112450560;3112450815;Trentino-Alto Adige;Nova Levante
3112450816;3112451071;Trentino-Alto Adige;Rifiano
3112453120;3112454143;Emilia-Romagna;Reggio nell'Emilia
3112478720;3112479743;Lombardia;Buguggiate
3112494080;3112495103;Puglia;Martina Franca
3112524800;3112525823;Lazio;Civitavecchia
3112533760;3112534015;Marche;Gabicce Mare
3112554752;3112555007;Toscana;Lucca
3112556544;3112557567;Lombardia;Cusano Milanino
3112560640;3112560895;Basilicata;Filiano
3112560896;3112561151;Basilicata;San Fele
3112561152;3112561407;Basilicata;Filiano
3112561408;3112561663;Basilicata;Venosa
3112568832;3112569855;Liguria;Pietra Ligure
3112580096;3112581119;Campania;Benevento
3112584192;3112585215;Campania;San Felice a Cancello
3112602624;3112603647;Lazio;Rome
3112605696;3112606207;Lombardia;Milan
3112606208;3112606719;Piemonte;Torino
3112609792;3112610303;Toscana;Castel del Piano
3112610304;3112610559;Toscana;Chianciano Terme
3112610560;3112610815;Toscana;Castel del Piano
3112613376;3112613631;-;-
3112623104;3112623359;Campania;Naples
3112623360;3112623615;Veneto;Verona
3112623616;3112624127;Lazio;Rome
3112655872;3112656895;Trentino-Alto Adige;Arco
3112657920;3112658687;Marche;Monteprandone
3112658688;3112658943;Marche;San Benedetto del Tronto
3112660992;3112662015;Abruzzo;Pescara
3112709888;3112710143;Lazio;Rome
3112729600;3112729855;Sicilia;Fondachelli-Fantina
3112729856;3112730111;Sicilia;Furnari
3112730112;3112730367;Lazio;Rome
3112730368;3112730623;Lombardia;Milan
3112732672;3112733439;Toscana;Pisa
3112733440;3112733695;Lombardia;Milan
3112784896;3112785151;Piemonte;Cavaglia
3112785152;3112785919;Piemonte;Torino
3112803840;3112804095;Sicilia;Galati Mamertino
3112815616;3112816639;Lombardia;Milan
3112820736;3112821759;Lombardia;Brescia
3112838144;3112839167;Veneto;Vicenza
3112884224;3112885247;Marche;San Ginesio
3112901632;3112902143;Toscana;Montecatini Terme
3112902144;3112902399;Toscana;Empoli
3112902400;3112902655;Toscana;Montecatini Terme
3112906752;3112907775;Basilicata;Brienza
3112921088;3112921599;Lombardia;Viadana
3112921600;3112922111;Umbria;Orvieto
3112940544;3112940799;Campania;Caserta
3112940800;3112941311;Campania;San Felice a Cancello
3112941312;3112941567;Campania;Santa Maria a Vico
3112998912;3112999167;Lombardia;Basiglio
3112999168;3112999935;Lazio;Rome
3113003008;3113004031;Piemonte;Torino
3113024000;3113024255;Campania;Meta
3113047040;3113048063;Trentino-Alto Adige;Bolzano
3113069568;3113070591;Piemonte;Novara
3113072640;3113073663;Veneto;Monteviale
3113083904;3113084159;Piemonte;Pinerolo
3113084160;3113084671;Lombardia;Milan
3113084672;3113084927;Piemonte;Pinerolo
3113096192;3113096447;Basilicata;Colobraro
3113096448;3113096703;Lombardia;Milan
3113096704;3113096959;Emilia-Romagna;Ravenna
3113096960;3113097215;Emilia-Romagna;Forli
3113108480;3113108735;Lazio;Latina
3113108736;3113109503;Lazio;Rome
3113113600;3113114623;Liguria;Genova
3113121792;3113122303;Veneto;Pieve di Soligo
3113122304;3113122559;Veneto;Due Carrare
3113122560;3113122815;Veneto;Padova
3113129984;3113130239;Sicilia;Capaci
3113130240;3113131007;Lombardia;Siziano
3113134080;3113135103;Sicilia;Francofonte
3113135104;3113135359;Sicilia;Sciara
3113135360;3113135615;Sicilia;Collesano
3113135616;3113136127;Sicilia;Campofelice di Roccella
3113153536;3113154559;Marche;Pesaro
3113195520;3113196543;Lazio;Rome
3113240576;3113240831;Trentino-Alto Adige;Bolzano
3113240832;3113241599;Trentino-Alto Adige;Lana
3113252864;3113253887;Sicilia;Carini
3113276416;3113276671;Lombardia;Milan
3113276672;3113276927;Piemonte;Arizzano
3113276928;3113277183;Piemonte;Omegna
3113277184;3113277439;Piemonte;Verbania
3113309184;3113309439;Trentino-Alto Adige;Marco
3113309440;3113309695;Piemonte;Cuneo
3113309696;3113309951;Trentino-Alto Adige;Marco
3113309952;3113310207;Piemonte;Mondovi
3113313280;3113314303;Emilia-Romagna;Reggio nell'Emilia
3113336832;3113337855;Lombardia;Siziano
3113350656;3113350911;Lazio;Rome
3113369600;3113369855;Campania;Salento
3113385984;3113387007;Lazio;Marino
3113387008;3113388031;Umbria;Umbertide
3113394176;3113394431;Lombardia;Cusago
3113394432;3113394687;Emilia-Romagna;Bologna
3113394688;3113394943;Emilia-Romagna;Cesenatico
3113394944;3113395199;Piemonte;Torino
3113417728;3113417983;Lombardia;Milan
3113448448;3113448959;Sicilia;Palermo
3113448960;3113449215;Sicilia;Monreale
3113449216;3113449471;Sicilia;Palermo
3113460736;3113461759;Piemonte;Torino
3113486336;3113486591;Lombardia;Milan
3113486592;3113487359;Lombardia;Mantova
3113509888;3113510143;Puglia;Bari
3113510144;3113510399;Puglia;Gravina in Puglia
3113510400;3113510911;Puglia;Bari
3113511936;3113512959;Lombardia;Crema
3113513984;3113514239;Liguria;Loano
3113514240;3113515007;Lombardia;Milan
3113523200;3113523455;Lombardia;Milan
3113523456;3113523711;Veneto;Venice
3113523712;3113524223;Friuli-Venezia Giulia;Tavagnacco
3113532416;3113533439;Lombardia;Milan
3113536512;3113536767;Lazio;Oriolo Romano
3113536768;3113537023;Lombardia;Milan
3113537024;3113537279;Lazio;Oriolo Romano
3113537280;3113537535;Lombardia;Milan
3113558016;3113558271;Lombardia;Milan
3113558272;3113558527;Piemonte;Vercelli
3113558528;3113559039;Lombardia;Milan
3113597952;3113598975;Lombardia;Milan
3113631744;3113632767;Trentino-Alto Adige;Colle
3113673728;3113674751;Liguria;Genova
3113687040;3113688063;Emilia-Romagna;Bagno di Romagna
3113689088;3113689599;Lazio;Faleria
3113689600;3113689855;Lazio;Rome
3113689856;3113690111;Lazio;Faleria
3113704448;3113705471;Lazio;Rome
3113712640;3113713663;Emilia-Romagna;Imola
3113756672;3113757439;Toscana;Ponte Buggianese
3113757696;3113758719;Molise;Campobasso
3113782272;3113783295;Sicilia;Caltagirone
3113784320;3113784575;Puglia;San Giovanni Rotondo
3113784576;3113784831;Puglia;Barletta
3113784832;3113785087;Puglia;Zapponeta
3113785088;3113785343;Puglia;Canosa di Puglia
3113786368;3113787391;Lazio;Rome
3113807872;3113808895;Lombardia;Milan
3113810944;3113811199;Lombardia;Milan
3113811200;3113811455;Campania;Gioia Sannitica
3113811456;3113811711;Campania;Teverola
3113811712;3113811967;Campania;Naples
3113811968;3113812223;Lazio;Oriolo Romano
3113812224;3113812479;Campania;Montoro Inferiore
3113812480;3113812991;Lazio;Civitavecchia
3113815040;3113816063;Veneto;Monteviale
3113831424;3113832447;Sicilia;Siracusa
3113839616;3113840639;Lombardia;Milan
3113871872;3113872127;Sicilia;Vizzini
3113888768;3113889023;Campania;Sapri
3113889024;3113889279;Campania;San Giovanni a Piro
3113889280;3113889791;Calabria;Marina
3113893888;3113894143;Trentino-Alto Adige;Rasun Anterselva - Rasen-Antholz
3113894144;3113894399;Trentino-Alto Adige;Aldein
3113894400;3113894655;Trentino-Alto Adige;Ortisei
3113894656;3113894911;Trentino-Alto Adige;Monguelfo
3113900032;3113900287;Lombardia;Milan
3113900288;3113900799;Piemonte;Forno Canavese
3113900800;3113901055;Piemonte;Torino
3113937920;3113938943;Sicilia;Ragusa
3113973760;3113974527;Sicilia;Scicli
3113974528;3113974783;Sicilia;Ragusa
3113993216;3113994239;Lazio;Rome
3113995008;3113995263;Lazio;Rome
3114042368;3114043391;Lombardia;Grassobbio
3114046464;3114047487;Veneto;Padova
3114057728;3114058751;Basilicata;Policoro
3114067968;3114068223;Puglia;San Giovanni Rotondo
3114068224;3114068735;Puglia;Apricena
3114068736;3114068991;Puglia;San Giovanni Rotondo
3114070016;3114071039;Toscana;Arezzo
3114080256;3114080511;Veneto;Padova
3114080512;3114080767;Lombardia;Milan
3114080768;3114081023;Veneto;Taibon Agordino
3114081024;3114081279;Veneto;Padova
3114087424;3114087679;Sardegna;Castelsardo
3114087680;3114087935;Sardegna;Valledoria
3114087936;3114088191;Sardegna;Santa Teresa Gallura
3114088192;3114088447;Sardegna;Ozieri
3114129408;3114129663;Lombardia;Milan
3114129664;3114130431;Veneto;Padova
3114132480;3114133247;Lombardia;Milan
3114133248;3114133503;Sicilia;Palermo
3114146816;3114147327;Veneto;Vicenza
3114147328;3114147839;Veneto;Montecchio Maggiore
3114148864;3114149119;Lazio;Rome
3114149120;3114149887;Campania;Naples
3114162176;3114163199;Lombardia;Milan
3114169344;3114170367;Toscana;Viareggio
3114175488;3114175743;Veneto;Padova
3114175744;3114176255;Emilia-Romagna;Comacchio
3114176256;3114176511;Veneto;Padova
3114178048;3114178303;Lazio;Rome
3114187776;3114188799;Toscana;Pisa
3114191872;3114192127;Lazio;Tuscania
3114199040;3114200063;Veneto;Casier
3114200064;3114201087;Lombardia;Voghera
3114205184;3114206207;Veneto;Padova
3114218496;3114219007;Lombardia;Milan
3114219008;3114219263;Lombardia;Bergamo
3114219264;3114219519;Lazio;Rome
3114220544;3114221567;Toscana;Livorno
3114226944;3114227199;Lazio;Rome
3114227456;3114227711;Campania;Naples
3114228224;3114228479;Friuli-Venezia Giulia;Tricesimo
3114242048;3114242303;Sicilia;Longi
3114242304;3114242559;Sicilia;Galati Mamertino
3114242560;3114242815;Sicilia;Capo d'Orlando
3114242816;3114243071;Sicilia;Palermo
3114301440;3114301951;Friuli-Venezia Giulia;Trieste
3114302208;3114302463;Friuli-Venezia Giulia;Trieste
3114304512;3114305023;Piemonte;Nizza Monferrato
3114305024;3114305535;Piemonte;Agliano Terme
3114384896;3114385151;-;-
3114385408;3114385919;Trentino-Alto Adige;Bolzano
3114385920;3114386431;Trentino-Alto Adige;Merano
3114392576;3114393599;Puglia;Lecce
3114411008;3114411263;Lombardia;Milan
3114411264;3114412031;Lombardia;Cesano Boscone
3114414080;3114415103;Puglia;Molfetta
3114479616;3114479871;Piemonte;Torino
3114511360;3114511615;Sardegna;Valledoria
3114511616;3114511871;Sardegna;Viddalba
3114511872;3114512383;Sardegna;Santa Teresa Gallura
3114556416;3114557439;Lombardia;Trezzano Rosa
3114569728;3114570751;Sicilia;Partinico
3114573824;3114574079;Veneto;Treviso
3114577920;3114578943;Lombardia;Milan
3114580224;3114580479;Umbria;Corciano
3114580480;3114580735;Toscana;San Casciano dei Bagni
3114580736;3114580991;Toscana;Suvereto
3114612736;3114613759;Marche;Macerata
3114620928;3114621951;Sicilia;Catania
3114630144;3114631167;Molise;Termoli
3114710016;3114711039;Sardegna;Teulada
3114728704;3114728959;Lombardia;Milan
3114734592;3114735615;Piemonte;Torino
3114742784;3114743807;Sicilia;Palermo
3114756096;3114756351;Trentino-Alto Adige;Mezzolombardo
3114756352;3114756607;Trentino-Alto Adige;Trento
3114756608;3114757119;Trentino-Alto Adige;Mezzolombardo
3114758144;3114759167;Veneto;Veneto
3114776320;3114776575;Lazio;Rome
3114778624;3114778879;Lombardia;Milan
3114778880;3114779647;Trentino-Alto Adige;Bolzano
3114791936;3114792959;Veneto;Rubano
3114801152;3114801407;Lazio;Frascati
3114801408;3114801919;Trentino-Alto Adige;Trento
3114801920;3114802175;Lazio;Frascati
3114803200;3114804223;Lombardia;Milan
3114814464;3114814719;Lazio;Rome
3114814720;3114814975;Campania;Angri
3114814976;3114815487;Campania;Naples
3114817536;3114817791;Piemonte;Torino
3114817792;3114818559;Calabria;Botricello
3114819584;3114819839;Piemonte;Verrua Savoia
3114819840;3114820095;Piemonte;Ivrea
3114820096;3114820607;Piemonte;Verrua Savoia
3114836992;3114838015;Veneto;Grisignano di Zocco
3114839040;3114839295;Calabria;Catanzaro
3114839296;3114839551;Calabria;Davoli
3114839552;3114840063;Calabria;Catanzaro
3114840064;3114840319;Campania;Fisciano
3114840320;3114840575;Lazio;Lombardi
3114840576;3114840831;Lazio;Rome
3114840832;3114841087;Lombardia;Milan
3114866688;3114867455;Veneto;Vicenza
3114867456;3114867711;Lombardia;Milan
3114871808;3114872831;Veneto;Cadoneghe
3114905600;3114906623;Lombardia;Busto Arsizio
3114907648;3114908671;Veneto;Verona
3114917888;3114918911;Campania;Sorrento
3114920960;3114921471;Lazio;Rome
3114921472;3114921727;Campania;Avellino
3114921728;3114921983;Campania;Vallo della Lucania
3114935296;3114936319;Toscana;Viareggio
3114960896;3114961151;Campania;Ponte
3114961152;3114961407;Veneto;Refrontolo
3114961408;3114961663;Veneto;Ponte nell'Alpi
3114961664;3114961919;Veneto;Taibon Agordino
3115000832;3115001855;Veneto;San Bonifacio
3115029504;3115029759;Lazio;Rome
3115029760;3115030015;Emilia-Romagna;Parma
3115030016;3115030527;Lombardia;Milan
3115045888;3115046911;Toscana;Pisa
3115051008;3115052031;Lombardia;Milan
3115092992;3115094015;Lombardia;Milan
3115103232;3115104255;Toscana;Arezzo
3115108352;3115108607;Sicilia;Rosolini
3115108608;3115109375;Sicilia;Modica
3115109376;3115110143;Sicilia;Palermo
3115110144;3115110399;Sicilia;Alcamo
3115144192;3115144447;Lombardia;Milan
3115144448;3115145215;Lombardia;Como
3115156224;3115156479;Trentino-Alto Adige;Trento
3115176960;3115177983;Emilia-Romagna;Modena
3115183104;3115183359;Lombardia;Milan
3115183360;3115183615;Lombardia;Lecco
3115183616;3115183871;Lombardia;Milan
3115183872;3115184127;Lombardia;Lecco
3115188224;3115188735;Calabria;Rende
3115188736;3115188991;Calabria;San Marco Argentano
3115188992;3115189247;Calabria;Acri
3115285504;3115286271;Toscana;Empoli
3115286272;3115286527;Veneto;Montebelluna
3115324416;3115325439;Emilia-Romagna;San Giovanni
3115370496;3115370751;Lombardia;Milan
3115370752;3115371519;Piemonte;Forno Canavese
3115393024;3115393279;Lombardia;Milan
3115393280;3115393535;Veneto;Livinallongo del Col di Lana
3115393536;3115393791;Trentino-Alto Adige;Campo Tures
3115393792;3115394047;Trentino-Alto Adige;Brunico
3115394048;3115395071;Emilia-Romagna;Bologna
3115415040;3115415295;Lombardia;Milan
3115433984;3115434239;Toscana;Castelfranco di Sotto
3115434240;3115435007;Toscana;Pisa
3115438336;3115438591;Lazio;Rome
3115439104;3115439359;Campania;Naples
3115439360;3115439615;Campania;Forio
3115439616;3115439871;Lazio;Rome
3115439872;3115440127;Campania;Naples
3115447296;3115448319;Marche;Pesaro
3115452416;3115452671;Campania;Zungoli
3115452672;3115452927;Campania;Montecalvo Irpino
3115452928;3115453183;Campania;Savignano Irpino
3115453184;3115453439;Campania;Ariano Irpino
3115453440;3115454463;Veneto;Vicenza
3115473920;3115474175;Lombardia;Milan
3115474176;3115474687;Lombardia;Brescia
3115474688;3115474943;Lombardia;Milan
3115514880;3115515903;Lombardia;Milan
3115542272;3115542527;Abruzzo;Pescara
3115593984;3115594239;Lombardia;Milan
3115612160;3115613183;Calabria;Martino
3115627520;3115628031;Toscana;Empoli
3115628032;3115628543;Friuli-Venezia Giulia;Trieste
3115670528;3115671039;Lazio;Rome
3115671040;3115671551;Campania;Naples
3115681792;3115682815;Lazio;Rome
3115742208;3115743231;Piemonte;Torino
3115748352;3115749375;Lazio;Rome
3115756544;3115757567;Toscana;Monterotondo
3115762688;3115763455;Emilia-Romagna;Bologna
3115763456;3115763711;Veneto;San Vendemiano
3115765760;3115766015;Lombardia;Milan
3115766016;3115766271;Lombardia;Castelli Calepio
3115766272;3115766527;Lombardia;Bergamo
3115766528;3115766783;Toscana;Sesto Fiorentino
3115779072;3115780095;Lombardia;Milan
3115795456;3115796479;Liguria;Genova
3115804928;3115805183;Lombardia;Milan
3115852800;3115853823;Liguria;Genova
3115878400;3115878655;Abruzzo;Avezzano
3115878656;3115878911;Abruzzo;L'Aquila
3115878912;3115879167;Lazio;Roviano
3115879168;3115879423;Abruzzo;Avezzano
3115900160;3115900415;Lombardia;Milan
3115905024;3115906047;Emilia-Romagna;Ravenna
3115920384;3115920639;Puglia;Rodi Garganico
3115920640;3115921407;Puglia;Sannicandro Garganico
3115977728;3115977983;Piemonte;Torino
3115977984;3115978751;Lombardia;Milan
3115992064;3115992319;Lombardia;Tirano
3115992320;3115992575;Lombardia;Malonno
3115992576;3115992831;Lombardia;Milan
3115992832;3115993087;Lombardia;Tirano
3115998208;3115998463;Lombardia;Brugherio
3115998464;3115998719;Lombardia;Cesano Boscone
3115998720;3115999231;Lombardia;Brugherio
3116050432;3116050943;Puglia;Fasano
3116050944;3116051199;Puglia;Certosa
3116051200;3116051455;Puglia;Fasano
3116051456;3116051711;Emilia-Romagna;Forli
3116051712;3116052479;Lombardia;Milan
3116056064;3116056319;Toscana;Quarrata
3116080896;3116081151;Lombardia;Milan
3116084224;3116084479;Toscana;Massa
3116084480;3116084735;Toscana;Marina di Carrara
3116084736;3116084991;Toscana;Pisa
3116084992;3116085247;Toscana;Massa
3116096512;3116097535;Trentino-Alto Adige;Bolzano
3116110080;3116110335;-;-
3116111872;3116112383;Sicilia;Lampedusa
3116112384;3116112639;Abruzzo;Giulianova
3116112640;3116112895;Sicilia;Lampedusa
3116126208;3116127231;Lombardia;Milan
3116180480;3116181503;Lombardia;Brescia
3116186624;3116187135;Liguria;Genova
3116187136;3116187391;Sardegna;Oristano
3116187392;3116187647;Liguria;Genova
3116190720;3116191743;Veneto;Padova
3116248064;3116248319;Lombardia;Milan
3116271616;3116272639;Piemonte;Fossano
3116277760;3116278271;Lombardia;Milan
3116278272;3116278783;Veneto;Venice
3116290048;3116291071;Lazio;Latina
3116291584;3116292095;Friuli-Venezia Giulia;Sacile
3116292096;3116292351;Lazio;Monte San Giovanni Campano
3116292352;3116292607;Lazio;Arpino
3116292608;3116292863;Lazio;Sora
3116292864;3116293119;Lazio;Vicalvi
3116317696;3116318719;Lombardia;Milan
3116326912;3116327935;Piemonte;Volpiano
3116328960;3116329983;Lombardia;Milan
3116348416;3116348671;Lazio;Rome
3116348672;3116348927;Veneto;Verona
3116348928;3116349439;Lazio;Rome
3116383232;3116384255;Lazio;Rome
3116402688;3116403711;Abruzzo;Sulmona
3116422144;3116422399;Lazio;Rome
3116422912;3116423167;Lazio;Rome
3116433408;3116434431;Toscana;Arezzo
3116481536;3116482559;Veneto;Bassano del Grappa
3116497920;3116498175;Veneto;Padova
3116498176;3116498431;Lombardia;Milan
3116498432;3116498687;Veneto;Bovolenta
3116498688;3116498943;Veneto;Padova
3116499968;3116500991;Veneto;Verona
3116550144;3116550399;Lombardia;Milan
3116550400;3116550655;Trentino-Alto Adige;Ortisei
3116550656;3116550911;Trentino-Alto Adige;Mareo
3116550912;3116551167;Veneto;Livinallongo del Col di Lana
3116552192;3116553215;Lombardia;Milan
3116565504;3116566527;Lombardia;Cermenate
3116566528;3116567551;Campania;Agropoli
3116597248;3116597503;Sicilia;Bronte
3116597504;3116597759;Sicilia;Catania
3116597760;3116598271;Sicilia;Bronte
3116642304;3116642559;Lazio;Rome
3116642560;3116643327;Emilia-Romagna;Ferrara
3116670976;3116671999;Lombardia;Treviolo
3116672000;3116672255;Lombardia;Milan
3116672256;3116673023;Lombardia;Brescia
3116697600;3116697855;Basilicata;Tito
3116697856;3116698111;Basilicata;Picerno
3116698112;3116698367;Basilicata;Cancellara
3116698368;3116698623;Basilicata;Picerno
3116729856;3116730111;Toscana;Lucca
3116731392;3116732415;Molise;Termoli
3116749824;3116750847;Lazio;Rome
3116753920;3116754943;Lombardia;Brescia
3116764160;3116764415;Lazio;Rome
3116776448;3116777471;Lombardia;Milan
3116785664;3116786687;Lombardia;Brescia
3116787712;3116788223;Lombardia;Milan
3116790784;3116791807;Lombardia;Milan
3116791808;3116792831;Calabria;Melissa
3116801024;3116801791;Sicilia;Catania
3116801792;3116802047;Sicilia;Carlentini
3116814336;3116814847;Sicilia;Barrafranca
3116814848;3116815103;Lazio;Rome
3116815104;3116815359;Lombardia;Milan
3116825600;3116826623;Emilia-Romagna;Cesenatico
3116832768;3116833023;Lombardia;Milan
3116833024;3116833535;Puglia;Barletta
3116833536;3116833791;Calabria;Decollatura
3116838912;3116839935;Marche;Matelica
3116845056;3116846079;Toscana;Prato
3116855296;3116855807;Lombardia;Cigognola
3116855808;3116856063;Emilia-Romagna;Fiorenzuola d'Arda
3116856064;3116856319;Emilia-Romagna;Piacenza
3116914688;3116915711;Lombardia;Treviolo
3116930048;3116931071;Sicilia;Palermo
3116938240;3116938495;Puglia;Modugno
3116938496;3116938751;Puglia;Bari
3116938752;3116939007;Lombardia;Milan
3116939008;3116939263;Puglia;Corato
3116944384;3116944895;Lombardia;Milan
3116974080;3116975103;Piemonte;Torino
3116977152;3116977407;Lombardia;Milan
3116977408;3116977663;Lazio;Blera
3116977664;3116977919;Toscana;Bibbiena
3116977920;3116978175;Toscana;Florence
3116987392;3116988159;Veneto;Vicenza
3116993536;3116994303;Lazio;Rome
3117004800;3117005055;Lombardia;Malonno
3117005056;3117005311;Lombardia;Bergamo
3117005312;3117005567;Lombardia;Malonno
3117005568;3117005823;Lombardia;Brescia
3117019136;3117019391;Lombardia;Milan
3117019392;3117020159;Trentino-Alto Adige;Bolzano
3117022976;3117023231;Lombardia;Milan
3117053952;3117054463;Lombardia;Milan
3117054464;3117054975;Valle d'Aosta;Pont-Saint-Martin
3117056000;3117056255;Molise;Campobasso
3117056256;3117056511;Molise;Agnone
3117056512;3117056767;Abruzzo;Avezzano
3117056768;3117057023;Molise;Fossalto
3117070336;3117071359;Friuli-Venezia Giulia;Udine
3117085696;3117085951;Puglia;Porto Cesareo
3117085952;3117086207;Puglia;Carmiano
3117086208;3117086463;Puglia;Veglie
3117086464;3117086719;Puglia;Porto Cesareo
3117090816;3117091071;Piemonte;Asti
3117091072;3117091839;Piemonte;Torino
3117094912;3117095935;Campania;Castel San Giorgio
3117108224;3117109247;Umbria;Foligno
3117111296;3117111551;Veneto;Venice
3117115392;3117116415;Marche;Matelica
3117120512;3117120767;Lazio;Blera
3117120768;3117121023;Lazio;Viterbo
3117121024;3117121279;Lazio;Villa San Giovanni in Tuscia
3117121280;3117121535;Lazio;Viterbo
3117126656;3117126911;Lazio;Rome
3117127424;3117127679;Lazio;Rome
3117132800;3117133055;Sicilia;Partinico
3117133056;3117133311;Sicilia;Palermo
3117133312;3117133567;Sicilia;Marinella
3117133568;3117133823;Sicilia;Partinico
3117175808;3117176063;Lazio;Rome
3117176064;3117176575;Lazio;Anzio
3117176576;3117176831;Lazio;Nettuno
3117179904;3117180159;Lombardia;Dalmine
3117188096;3117188863;Puglia;Barletta
3117188864;3117189119;Lombardia;Milan
3117204992;3117205247;Lombardia;Cusano Milanino
3117210624;3117210879;Toscana;Pisa
3117210880;3117211135;Toscana;Massa
3117211136;3117211647;Toscana;Pisa
3117221888;3117222655;Puglia;Monopoli
3117222656;3117223423;Lombardia;Milan
3117230080;3117231103;Lazio;Montefiascone
3117261824;3117262847;Puglia;Bari
3117268992;3117269503;Trentino-Alto Adige;Brunico
3117287424;3117288447;Veneto;Gorgo al Monticano
3117298688;3117299199;Abruzzo;Pescara
3117306880;3117307135;Liguria;Savona
3117307136;3117307647;Lombardia;Milan
3117307648;3117307903;Liguria;Savona
3117398016;3117399039;Emilia-Romagna;Ferrara
3117420544;3117421567;Toscana;Grosseto
3117422592;3117423615;Emilia-Romagna;Ferrara
3117427712;3117428735;Emilia-Romagna;Ravenna
3117443072;3117443583;Lazio;San Cesareo
3117443584;3117444095;Sicilia;Lipari
3117451264;3117451519;Veneto;Verona
3117451520;3117451775;Veneto;Padova
3117451776;3117452031;Veneto;Vicenza
3117452032;3117452287;Veneto;Verona
3117464576;3117464831;Lombardia;Milan
3117464832;3117465087;Lombardia;Chiesa in Valmalenco
3117465088;3117465343;Lombardia;Lodi
3117465344;3117465599;Lombardia;Milan
3117475840;3117476095;Lazio;Rome
3117476096;3117476863;Lombardia;Milan
3117478912;3117479935;Umbria;Perugia
3117541120;3117541375;Lombardia;Milan
3117559808;3117560831;Piemonte;Ivrea
3117576192;3117576703;Lombardia;Milan
3117576704;3117576959;Liguria;Finale Ligure
3117576960;3117577215;Liguria;Boissano
3117588224;3117588479;Toscana;Pisa
3117588992;3117589247;Lombardia;Roncadelle
3117591552;3117592575;Piemonte;Simone
3117601792;3117602815;Lazio;Rome
3117611008;3117611263;Lombardia;Milan
3117611264;3117612031;Lombardia;Pavia
3117616128;3117616639;Piemonte;Torino
3117616640;3117616895;Piemonte;Forno Canavese
3117616896;3117617151;Lombardia;Milan
3117622016;3117622271;Trentino-Alto Adige;Brunico
3117633536;3117634559;Sicilia;Ragusa
3117654016;3117654271;Lazio;Frosinone
3117654272;3117655039;Lazio;Rome
3117682688;3117683711;Lazio;Rome
3117683968;3117684223;Basilicata;Accettura
3117717504;3117717759;Sardegna;Carbonia
3117717760;3117718015;Sardegna;Cagliari
3117718016;3117718271;Sardegna;Carbonia
3117718272;3117718527;Sardegna;Carloforte
3117722624;3117722879;Lazio;Rome
3117723392;3117724671;Lazio;Rome
3117745152;3117746175;Emilia-Romagna;Cesena
3117749248;3117749759;Toscana;Florence
3117755904;3117756159;Lombardia;Dalmine
3117772800;3117773823;Veneto;Padova
3117799424;3117800447;Lazio;Rome
3117809664;3117810687;Emilia-Romagna;Reggio nell'Emilia
3117820928;3117821183;Campania;Maiori
3117821184;3117821439;Abruzzo;Roccaraso
3117821440;3117821951;Campania;Maiori
3117860864;3117861887;Trentino-Alto Adige;Lana
3117911040;3117911295;Campania;Campagna
3117911296;3117911551;Campania;Battipaglia
3117911552;3117911807;Campania;Campagna
3117911808;3117912063;Campania;Battipaglia
3117912064;3117913087;Lombardia;Milan
3117919232;3117920255;Lombardia;Milan
3117924352;3117924607;Friuli-Venezia Giulia;Sgonico
3117924608;3117925375;Friuli-Venezia Giulia;Trieste
3117936640;3117937663;Lombardia;Milan
3117957120;3117957375;Toscana;Casole d'Elsa
3117957376;3117957631;Lombardia;Milan
3117957632;3117957887;Toscana;Ponsacco
3117957888;3117958143;Toscana;Florence
3117963264;3117964287;Veneto;Verona
3117987840;3117988863;Trentino-Alto Adige;Lana
3117999616;3117999871;Lombardia;Milan
3118013440;3118014207;Marche;Senigallia
3118014208;3118014463;Lazio;Rome
3118024448;3118024703;Lazio;Rome
3118064640;3118065663;Campania;Capaccio
3118083072;3118083327;Lombardia;Milan
3118083328;3118084095;Piemonte;Torino
3118098432;3118098687;Sicilia;Ragalna
3118137344;3118138367;Toscana;Florence
3118148608;3118148863;Veneto;Padova
3118148864;3118149119;Emilia-Romagna;Mesola
3118149120;3118149375;Veneto;Livinallongo del Col di Lana
3118149376;3118149631;Veneto;Padova
3118159104;3118159359;Lombardia;Lainate
3118159360;3118159615;Sicilia;Ragusa
3118159616;3118159871;Lombardia;Lainate
3118167040;3118168063;Lombardia;Milan
3118169344;3118169855;Lazio;Rome
3118183424;3118184447;Lazio;Rome
3118194688;3118195711;Lazio;Rome
3118196736;3118197759;Piemonte;Ferrero
3118215168;3118215679;Campania;San Salvatore Telesino
